번호,시도명,시군구명,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
110,강원도,춘천시,춘천시,,강원도 춘천시 퇴계동 1030,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.84961066,127.7445535,2019-07-29,4180000,강원도 춘천시
111,강원도,춘천시,춘천시,강원도 춘천시 우석로85번길 9-3  (석사동),강원도 춘천시 석사동 732-8,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.86602121,127.7543739,2019-07-29,4180000,강원도 춘천시
112,강원도,춘천시,춘천시,,강원도 춘천시 석사동 846,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.85349209,127.7478129,2019-07-29,4180000,강원도 춘천시
113,강원도,춘천시,춘천시,,강원도 춘천시 석사동 881,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.85136538,127.7434906,2019-07-29,4180000,강원도 춘천시
114,강원도,춘천시,춘천시,,강원도 춘천시 석사동 871,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.8527666,127.7414744,2019-07-29,4180000,강원도 춘천시
115,강원도,춘천시,춘천시,,강원도 춘천시 동내면 거두리 934,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.85396907,127.7518114,2019-07-29,4180000,강원도 춘천시
116,강원도,춘천시,춘천시,,강원도 춘천시 신동 894-2,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.92984119,127.7219475,2019-07-29,4180000,강원도 춘천시
117,강원도,춘천시,춘천시,,강원도 춘천시 사북면 고탄리 122-3,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.9880111,127.7071571,2019-07-29,4180000,강원도 춘천시
118,강원도,춘천시,춘천시,,강원도 춘천시 우두동 399-11,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.89927101,127.7343765,2019-07-29,4180000,강원도 춘천시
119,강원도,춘천시,춘천시,,강원도 춘천시 우두동 439-2,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.90485698,127.7382457,2019-07-29,4180000,강원도 춘천시
120,강원도,춘천시,춘천시,강원도 춘천시 충열로16번길 5-3  (우두동),강원도 춘천시 우두동 1065,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.8999002,127.7297236,2019-07-29,4180000,강원도 춘천시
121,강원도,춘천시,춘천시,강원도 춘천시 영서로 2777  (우두동),강원도 춘천시 우두동 1051-6,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.90114976,127.7284682,2019-07-29,4180000,강원도 춘천시
122,강원도,춘천시,춘천시,,강원도 춘천시 우두동 339-31,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.89761603,127.739738,2019-07-29,4180000,강원도 춘천시
123,강원도,춘천시,춘천시,강원도 춘천시 중앙로113번길 9  (중앙로3가),강원도 춘천시 중앙로3가 72-1,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.87595354,127.7230699,2019-07-29,4180000,강원도 춘천시
124,강원도,춘천시,춘천시,강원도 춘천시 당간지주길 53  (근화동),강원도 춘천시 근화동 792-2,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.89189745,127.7212482,2019-07-29,4180000,강원도 춘천시
125,강원도,춘천시,춘천시,강원도 춘천시 약사고개길46번길 14-24  (약사동),강원도 춘천시 약사동 83-4,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.87365186,127.7251927,2019-07-29,4180000,강원도 춘천시
126,강원도,춘천시,춘천시,,강원도 춘천시 신북읍 율문리 553-57,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.92564937,127.7450130913,2019-07-29,4180000,강원도 춘천시
127,강원도,춘천시,춘천시,,강원도 춘천시 신북읍 천전리 1233-1,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.93329709,127.7848782,2019-07-29,4180000,강원도 춘천시
128,강원도,춘천시,춘천시,,강원도 춘천시 신북읍 산천리 309-2,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.95110036,127.7565162,2019-07-29,4180000,강원도 춘천시
129,강원도,춘천시,춘천시,,강원도 춘천시 북산면 추곡리 560-5,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,38.02468952,127.8832973,2019-07-29,4180000,강원도 춘천시
130,강원도,춘천시,춘천시,,강원도 춘천시 신북읍 천전리 1229-1,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.93015829,127.7880724,2019-07-29,4180000,강원도 춘천시
131,강원도,춘천시,춘천시,,강원도 춘천시 남산면 창촌리 65-1,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.79215667,127.6452067,2019-07-29,4180000,강원도 춘천시
132,강원도,춘천시,춘천시,,강원도 춘천시 효자동 250-58,생활방범,1,200,360도전방면,30,2010-12,033-250-3463,37.8682477,127.7339645,2019-07-29,4180000,강원도 춘천시
133,강원도,춘천시,춘천시,,강원도 춘천시 효자동 630-35,생활방범,1,200,360도전방면,30,2010-12,033-250-3463,37.87356137,127.7451532,2019-07-29,4180000,강원도 춘천시
134,강원도,춘천시,춘천시,강원도 춘천시 효자로150번길 23  (효자동),강원도 춘천시 효자동 603-7,생활방범,1,200,360도전방면,30,2010-12,033-250-3463,37.87532918,127.7377244,2019-07-29,4180000,강원도 춘천시
135,강원도,춘천시,춘천시,,강원도 춘천시 남산면 강촌리 242,생활방범,1,200,360도전방면,30,2010-12,033-250-3463,37.81356613,127.6336449,2019-07-29,4180000,강원도 춘천시
136,강원도,춘천시,춘천시,강원도 춘천시 퇴계로93번길 20-16  (퇴계동),강원도 춘천시 퇴계동 395-11,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.86312656,127.7325054,2019-07-29,4180000,강원도 춘천시
137,강원도,춘천시,춘천시,,강원도 춘천시 효자동 114-400,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.87712695,127.7398665,2019-07-29,4180000,강원도 춘천시
138,강원도,춘천시,춘천시,,강원도 춘천시 퇴계동 747-22,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.87032045,127.7223634,2019-07-29,4180000,강원도 춘천시
139,강원도,춘천시,춘천시,,강원도 춘천시 신동 1389-1,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.92236029,127.7286636,2019-07-29,4180000,강원도 춘천시
140,강원도,춘천시,춘천시,,강원도 춘천시 춘천시온의동 542호,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.88062726,127.7258149,2019-07-29,4180000,강원도 춘천시
141,강원도,춘천시,춘천시,강원도 춘천시 우석로4번길 5-9  (석사동),강원도 춘천시 석사동 774-9,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.86180635,127.7467505,2019-07-29,4180000,강원도 춘천시
142,강원도,춘천시,춘천시,,강원도 춘천시 석사동 763,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.86229345,127.7512608,2019-07-29,4180000,강원도 춘천시
143,강원도,춘천시,춘천시,,강원도 춘천시 소양로1가 66-1,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.89320681,127.726337,2019-07-29,4180000,강원도 춘천시
144,강원도,춘천시,춘천시,,강원도 춘천시 석사동 647-5,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.85985712,127.7411998,2019-07-29,4180000,강원도 춘천시
145,강원도,춘천시,춘천시,강원도 춘천시 퇴계로146번길 16-2  (퇴계동),강원도 춘천시 퇴계동 979-5,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.858473,127.7346245,2019-07-29,4180000,강원도 춘천시
146,강원도,춘천시,춘천시,강원도 춘천시 중앙로194번길 35  (근화동),강원도 춘천시 근화동 747-2,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.87692837,127.7124605,2019-07-29,4180000,강원도 춘천시
147,강원도,춘천시,춘천시,,강원도 춘천시 온의동 552-2,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.85826111,127.7208515,2019-07-29,4180000,강원도 춘천시
148,강원도,춘천시,춘천시,,강원도 춘천시 석사동 261-2,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.85348859,127.7504152,2019-07-29,4180000,강원도 춘천시
149,강원도,춘천시,춘천시,,강원도 춘천시 남산면 서천리 산179-8,생활방범,1,130,골목 단방향,30,2012-02,033-250-3463,37.82933666,127.5276806,2019-07-29,4180000,강원도 춘천시
150,강원도,춘천시,춘천시,,강원도 춘천시 남면 발산리 818-3,생활방범,1,130,골목 단방향,30,2012-02,033-250-3463,37.7264796,127.5895123,2019-07-29,4180000,강원도 춘천시
151,강원도,춘천시,춘천시,,강원도 춘천시 효자동 161-9,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.87112072,127.7374324,2019-07-29,4180000,강원도 춘천시
152,강원도,춘천시,춘천시,강원도 춘천시 애막골길 15  (석사동),강원도 춘천시 석사동 748-17,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.8648158,127.7510023,2019-07-29,4180000,강원도 춘천시
153,강원도,춘천시,춘천시,,강원도 춘천시 동면 만천리 810-6,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.88306545,127.7571711,2019-07-29,4180000,강원도 춘천시
154,강원도,춘천시,춘천시,강원도 춘천시 퇴계로 207-1  (석사동),강원도 춘천시 석사동 796-12,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.85673201,127.7418698,2019-07-29,4180000,강원도 춘천시
155,강원도,춘천시,춘천시,강원도 춘천시 충혼길 28  (온의동),강원도 춘천시 온의동 528-3,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.86196629,127.7216786,2019-07-29,4180000,강원도 춘천시
156,강원도,춘천시,춘천시,강원도 춘천시 번개시장길 14-1  (소양로1가),강원도 춘천시 소양로1가 78-18,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.89045812,127.726097,2019-07-29,4180000,강원도 춘천시
157,강원도,춘천시,춘천시,강원도 춘천시 공지로307번길 7  (효자동),강원도 춘천시 효자동 707,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.8671514,127.7312861,2019-07-29,4180000,강원도 춘천시
158,강원도,춘천시,춘천시,강원도 춘천시 후만로126번길 2  (후평동),강원도 춘천시 후평동 868,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.87726475,127.7581108,2019-07-29,4180000,강원도 춘천시
159,강원도,춘천시,춘천시,,강원도 춘천시 후평동 244-33,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.88848921,127.7441357,2019-07-29,4180000,강원도 춘천시
160,강원도,춘천시,춘천시,,강원도 춘천시 효자동 700-8,어린이보호,1,200,360도전방면,30,2012-03,033-250-3463,37.86825943,127.7311798,2019-07-29,4180000,강원도 춘천시
1,강원도,춘천시,춘천시,강원도 춘천시 애막골길20번길 39-1  (석사동),강원도 춘천시 석사동 769-13,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.86237581,127.747601,2019-07-29,4180000,강원도 춘천시
2,강원도,춘천시,춘천시,강원도 춘천시 동내면 거두택지길 16-1  (거두리),강원도 춘천시 동내면 거두리 946-10,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.85317029,127.753314,2019-07-29,4180000,강원도 춘천시
3,강원도,춘천시,춘천시,,강원도 춘천시 효자동 149-127,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.87235879,127.7350297,2019-07-29,4180000,강원도 춘천시
4,강원도,춘천시,춘천시,강원도 춘천시 둥지길 49  (효자동),강원도 춘천시 효자동 772-12,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.87245806,127.7391554,2019-07-29,4180000,강원도 춘천시
5,강원도,춘천시,춘천시,강원도 춘천시 남춘로51번길 34  (효자동),강원도 춘천시 효자동 697-20,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.86715643,127.7295358,2019-07-29,4180000,강원도 춘천시
6,강원도,춘천시,춘천시,강원도 춘천시 효석로67번길 14  (석사동),강원도 춘천시 석사동 708,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.86145578,127.7388417,2019-07-29,4180000,강원도 춘천시
7,강원도,춘천시,춘천시,강원도 춘천시 행촌로32번길 5-37  (퇴계동),강원도 춘천시 퇴계동 901-1,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.86063322,127.7257295,2019-07-29,4180000,강원도 춘천시
8,강원도,춘천시,춘천시,,강원도 춘천시 온의동 73-17,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.86851755,127.7144367,2019-07-29,4180000,강원도 춘천시
9,강원도,춘천시,춘천시,,강원도 춘천시 근화동 337-2,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.87283577,127.7153863,2019-07-29,4180000,강원도 춘천시
10,강원도,춘천시,춘천시,강원도 춘천시 스무숲1길 63  (석사동),강원도 춘천시 석사동 927-7,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.84849884,127.7513523,2019-07-29,4180000,강원도 춘천시
11,강원도,춘천시,춘천시,,강원도 춘천시 온의동 544-6,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.86006036,127.7196628,2019-07-29,4180000,강원도 춘천시
12,강원도,춘천시,춘천시,강원도 춘천시 후석로59번길 19  (석사동),강원도 춘천시 석사동 650,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.86057837,127.7413905,2019-07-29,4180000,강원도 춘천시
13,강원도,춘천시,춘천시,,강원도 춘천시 조양동 51-14,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.87891782,127.7269011,2019-07-29,4180000,강원도 춘천시
14,강원도,춘천시,춘천시,,강원도 춘천시 퇴계동 697-2,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.86595813,127.725653,2019-07-29,4180000,강원도 춘천시
15,강원도,춘천시,춘천시,,강원도 춘천시 퇴계동 883-1,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.86055669,127.7238205,2019-07-29,4180000,강원도 춘천시
16,강원도,춘천시,춘천시,,강원도 춘천시 퇴계동 산14,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.85165095,127.7381147,2019-07-29,4180000,강원도 춘천시
17,강원도,춘천시,춘천시,,강원도 춘천시 석사동 1030,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.8500148,127.7481428,2019-07-29,4180000,강원도 춘천시
18,강원도,춘천시,춘천시,,강원도 춘천시 석사동 784,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.86639148,127.7547818,2019-07-29,4180000,강원도 춘천시
19,강원도,춘천시,춘천시,,강원도 춘천시 낙원동 84-1,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.87973823,127.7232263,2019-07-29,4180000,강원도 춘천시
20,강원도,춘천시,춘천시,강원도 춘천시 삭주로108번길 11  (후평동),강원도 춘천시 후평동 849-4,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.88310874,127.7435176,2019-07-29,4180000,강원도 춘천시
21,강원도,춘천시,춘천시,강원도 춘천시 서부대성로239번길 33  (후평동),강원도 춘천시 후평동 486-10,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.87523969,127.7462728,2019-07-29,4180000,강원도 춘천시
22,강원도,춘천시,춘천시,강원도 춘천시 성심로 63  (효자동),강원도 춘천시 효자동 758-4,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.87808542,127.7414092,2019-07-29,4180000,강원도 춘천시
23,강원도,춘천시,춘천시,,강원도 춘천시 효자동 155-9,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.871793,127.7358614,2019-07-29,4180000,강원도 춘천시
24,강원도,춘천시,춘천시,강원도 춘천시 교동길 42  (교동),강원도 춘천시 교동 113-157,생활방범,3,130,골목 단방향,30,2015-01,033-250-3463,37.88060999,127.738081,2019-07-29,4180000,강원도 춘천시
25,강원도,춘천시,춘천시,,강원도 춘천시 교동 144-3,생활방범,1,200,360도전방면,30,2015-01,033-250-3463,37.88083992,127.7361249,2019-07-29,4180000,강원도 춘천시
26,강원도,춘천시,춘천시,강원도 춘천시 서면 박사로 1262  (신매리),강원도 춘천시 서면 신매리 819-4,생활방범,2,200,360도전방면,30,2015-01,033-250-3463,37.92145345,127.7109914,2019-07-29,4180000,강원도 춘천시
27,강원도,춘천시,춘천시,강원도 춘천시 우석로85번길 20-4  (석사동),강원도 춘천시 석사동 724-9,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.86694979,127.7546209,2019-07-29,4180000,강원도 춘천시
28,강원도,춘천시,춘천시,,강원도 춘천시 조양동 6-381,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.88025443,127.7321937,2019-07-29,4180000,강원도 춘천시
29,강원도,춘천시,춘천시,강원도 춘천시 효명길 12  (효자동),강원도 춘천시 효자동 674-14,생활방범,3,200,360도전방면,30,2015-01,033-250-3463,37.87100635,127.7267142,2019-07-29,4180000,강원도 춘천시
30,강원도,춘천시,춘천시,,강원도 춘천시 퇴계동 1033,어린이보호,1,200,360도전방면,30,2010-10,033-250-3463,37.84872956,127.7454428,2019-07-29,4180000,강원도 춘천시
31,강원도,춘천시,춘천시,,강원도 춘천시 동내면 학곡리 270-3,어린이보호,1,200,360도전방면,30,2010-10,033-250-3463,37.83405498,127.7599552,2019-07-29,4180000,강원도 춘천시
32,강원도,춘천시,춘천시,강원도 춘천시 춘주로147번길 12-14  (퇴계동),강원도 춘천시 퇴계동 912-4,어린이보호,1,200,360도전방면,30,2010-10,033-250-3463,37.8591201,127.7259965,2019-07-29,4180000,강원도 춘천시
33,강원도,춘천시,춘천시,강원도 춘천시 충혼길24번길 14-1  (온의동),강원도 춘천시 온의동 521-7,어린이보호,1,200,360도전방면,30,2010-10,033-250-3463,37.86292835,127.7208113,2019-07-29,4180000,강원도 춘천시
